title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
U.S. Marshals,"Thriller, Crime, Action",1998,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",tt0120873,60000000,102367405.0,6.2,383.0,1990-1999
Why Do Fools Fall In Love,"Drama, Romance",1998,"In the mid-80s, three women (each with an attorney) arrive at the office of New York entertainment manager, Morris Levy. One is an L.A. singer, formerly of the Platters; one is a petty thief from Philly; one teaches school in a small Georgia town. Each claims to be the widow of long-dead doo-wop singer-songwriter Frankie Lyman, and each wants years of royalties due to his estate, money Levy has never shared. During an ensuing civil trial, flashbacks tell the story of each one's life with Lyman, a boyish, high-pitched, dynamic performer, lost to heroin. Slowly, the three wives establish their own bond.",tt0123324,0,12413650.0,6.4,12.0,1990-1999
The Object of My Affection,"Comedy, Drama, Romance",1998,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",tt0120772,15000000,46905889.0,5.6,75.0,1990-1999
The Misadventures of Margaret,"Romance, Comedy",1998,"A timid, insecure popular author with an overly-attentive professor husband decide to write an erotic novel. With encouragement from her sister and a bi-sexual friend, she goes to France with the intent of doing research at an inn where a diary she had been using documented erotic encounters. Instead she finds the inn is now a cloister for singing nuns. However, a young, divorced sound engineer is also there taping the nuns. While attracted, she mostly succumbs only to new fantasies until he follows her home to New York.",tt0120754,5,0.0,10.0,1.0,1990-1999
Welcome to Woop Woop,"Music, Comedy, Fantasy, Adventure",1998,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,tt0120491,0,0.0,6.4,7.0,1990-1999
The Adventures of Sebastian Cole,"Drama, Comedy",1998,"In June, 1983, in Dutchess County, New York, Sebastian Cole joins his mother, step-father, and sister for dinner. Hank, Sebastian's step-father, drops a bomb: he announces he's changing sexes. Sebastian's sister splits immediately for California, and his mother takes him back to England. Jump ahead eight months, Sebastian is back in New York, knocking on Hank's door. Hank (now Henrietta, although all the surgeries aren't complete) takes Sebastian in and is his rock over the next few months of high school. Sebastian's ""adventures"" are mostly self-destructive.",tt0168449,0,0.0,6.5,2.0,1990-1999
Gunshy,"Action, Crime, Thriller",1998,"When the New York journalist Jake Bridges catches his girlfriend with another guy, he goes to Atlantic City to drink himself to oblivion. He is saved from a bar brawl by a small-time mobster Frankie, and Jake falls in love with Frankie's girlfriend Melissa. Jake soon also joins Frankie in his money-collecting duties.",tt0119238,0,0.0,5.0,2.0,1990-1999
A Place Called Chiapas,Documentary,1998,"On January 1, 1994, the Zapatista National Liberation Army--made up of impoverished Mayan Indians from the state of Chiapas--took over five towns and 500 ranches in southern Mexico. The government deployed its troops, and at least 145 people died in the ensuing battle. Fighting for indigenous Mexicans to regain control over their lives and the land, the Zapatistas and their charismatic leader, guerilla poet Subcomandante Marcos, began sending their message to the world via the Internet. The result was what THE NEW YORK TIMES called ""the world’s first postmodern revolution."" Years into the uprising, filmmaker Nettie Wild traveled to the jungle canyons of southern Mexico to film the elusive and fragile life of the rebellion. Her camera effectively and movingly captures the personal stories behind a very public clash of traditional culture and globalization.",tt0145394,891000,229000.0,6.9,5.0,1990-1999
I'll Be Home for Christmas,"Comedy, Family",1998,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",tt0155753,30000000,0.0,5.2,65.0,1990-1999
Gringuito,"Drama, Foreign",1998,"Gringuito tells the story of Ivan, a kid whose family decides to go back to Chile from New York, after at least a decade away. Ivan of course is not quite the Chilean kid his grandparents would like him to be: he sulks, misses the Opera, finds things odd and ugly, acting like a real ""little gringo"" (hence the title).",tt0150789,0,0.0,0.0,0.0,1990-1999
The Siege,"Drama, Action, Thriller, Crime",1998,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,tt0133952,70000000,116672912.0,6.1,361.0,1990-1999
Jerry Seinfeld: I'm Telling You for the Last Time,Comedy,1998,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",tt0500140,0,0.0,7.4,18.0,1990-1999
Rose Hill,"TV Movie, Western",1997,Four orphan boys running from the law in New York stumble upon a baby in a carriage. They decide to head west and take the baby which they name Mary Rose with them. Eventually they set up a ranch which they name Rose Hill. Mary Rose grows up to be a beautiful woman and gets involved with a man who kills one of her brothers. Her brothers then explain to her that they found her in New York and she returns to find her real family. During this time Rose Hill is falling apart since her oldest brother has fallen ill and her other two brothers have gone their separate ways.,tt0117515,0,0.0,0.0,1.0,1990-1999
The Beautician and the Beast,"Comedy, Romance",1997,The story follows the misadventures of a New York City beautician who is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,tt0118691,16000000,0.0,5.2,53.0,1990-1999
One Eight Seven,"Drama, Thriller",1997,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",tt0118531,20000000,5716080.0,6.5,141.0,1990-1999
SUBWAYStories: Tales from the Underground,"TV Movie, Comedy, Drama",1997,"The actual experiences of New York City subway riders are dramatized in a collection of 10 intriguing and very different vignettes. The tales showcase an ensemble of familiar faces, and range from stories of compassion and love to reflections on violence and loss. Among them: a disabled beggar quarrels with a woman and ruins her shoes with his wheelchair, provoking onlookers to wrath and pity; a skittish tourist proves to be her own worst enemy; a newlywed trysts with a mysterious sexpot; a commuter helplessly witnesses a suicide attempt; and, in the most affecting segment, a young woman grieves over her mother's imminent death.",tt0120240,0,0.0,8.5,2.0,1990-1999
Fools Rush In,"Drama, Comedy, Romance",1997,"Alex Whitman (Matthew Perry) is a designer from New York City who is sent to Las Vegas to supervise the construction of a nightclub that his firm has been hired to build. Alex is a straight-laced WASP-ish type who, while enjoying a night on the town, meets Isabel Fuentes (Salma Hayek), a free-spirited Mexican-American photographer. Alex and Isabel are overtaken by lust at first sight and end up sp",tt0119141,0,29481428.0,5.8,133.0,1990-1999
Washington Square,"Drama, Romance",1997,"Set in 1870's New York, a spinster heiress is courted by a much younger, penniless man, much to the chagrin of her over-protective father, and must decide whether to spend the rest of her life alone, or marry a man who is interested in her only because of her inheritence.",tt0120481,0,1.0,7.4,5.0,1990-1999
The Devil's Own,"Crime, Thriller, Drama",1997,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",tt0118972,90000000,140807547.0,5.9,300.0,1990-1999
"Niagara, Niagara","Drama, Romance",1997,"""Niagra, Niagra"" begins quietly in a drugstore in Poughkeepsie, where Marcie, the film's disarming heroine, likes to shoplift. She literally crashes into Seth, a quiet outsider, also on a shoplifting spree. Marcie invites Seth to accompany her to Canada to find a black hairstyling head. They set off in Seth's beat-up station wagon, destined for a toy store in Toronto. While on the road, Marcie confides to Seth that she has Tourette's syndrome, necessitating a series of detours to liquor stories and pharmacies along the roads of upstate New York.",tt0119780,0,168462.0,7.7,9.0,1990-1999
The Headhunter's Sister,,1997,"Ray, who lives in New York, is visited by his younger sister there. At first they don't understand each other, and Ray has problems with his new wife who is a Colombian immigrant and doesn't speak English.",tt0119264,0,0.0,0.0,0.0,1990-1999
Unforgotten: Twenty-Five Years After Willowbrook,,1997,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo Rivera's expose on WABC after he had entered Willowbrook with a film crew in 1972, using a stolen key.",tt0118042,0,0.0,7.0,2.0,1990-1999
Addicted to Love,"Comedy, Romance",1997,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.",tt0118556,0,34673095.0,6.1,112.0,1990-1999
Sunday,"Drama, Romance",1997,"This film concerns two mysterious characters who meet on a Sunday in Queens. Madeleine the most unsettling creature of that name since ""Vertigo"" is a middle-aged, moderately successful actress. Oliver/Matthew is either a homeless man or a famous film director or both. Madeleine hails him on the street as the latter, launching a bizarre chain of events that includes a conversation in a diner, a very unromantic sexual encounter, the arrival of Madeleine's odd husband and unsuspecting daughter, and a child's birthday party. The film also compassionately tracks the daily rounds of Oliver/Matthew's fellow denizens of the homeless shelter, some of whom will be recognizable to New York audiences.",tt0120244,450,288.0,6.3,3.0,1990-1999
Bloodmoon,"Action, Thriller",1997,"Ken O'Hara (Gary Daniels) is a ""Mindhunter"" - a serial killer specialist enlisted to find the mass murderer (Darren Shahlavi) intent on killing the strongest fighters in New York City. Trying to catch this cunning and clever killer is the hardest assignment Ken has ever had. Now, the moon is rising again and he must use all of his resources to hunt down the murderer....or he may be the next to die.",tt0118745,0,0.0,7.4,5.0,1990-1999
Jungle 2 Jungle,"Comedy, Family",1997,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",tt0119432,0,0.0,4.9,122.0,1990-1999
Unmade Beds,Comedy,1997,"A black comedy about vanity and lust in contemporary America. In the middle of the sexual jungle of New York's singles' world, two men and two women try to achieve their dreams.",tt0127952,0,0.0,5.0,1.0,1990-1999
Bongwater,"Comedy, Romance",1997,"David (Luke Wilson) is an artist and a pothead. He's fallen in love with the beautiful and sexy Serena (Alicia Witt), and things are going simply splendidly until poor David's house burns down. Serena doesn't need the bad vibes, so she splits the scene and runs off to New York with rocker and junkie Tommy (Jamie Kennedy). Lonely David finally turns to the sweet, sweet comfort of marijuana and his strange menagerie of friends to forget about his lost home and love",tt0125678,0,0.0,5.0,12.0,1990-1999
As Good as It Gets,"Comedy, Romance",1997,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",tt0119822,50000000,314178011.0,7.2,946.0,1990-1999
A Gun For Jennifer,"Drama, Thriller, Crime",1997,A woman comes to New York City from Ohio to escape an abusive husband and gets entangled with murderous female vigilantes who prey on abusive men.,tt0160339,500000,0.0,7.0,3.0,1990-1999
Fall,"Drama, Romance",1997,"Writer/director Eric Schaeffer (If Lucy Fell) and Amanda De Cadenet (Four Rooms) steam up the screen with this humorous, provocative and sexy tale of lust and desire that ""examines the surprisingly tender sides of erotic craving"" (MovieMaker). For Michael Shiver (Schaeffer), life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton (De Cadenet) and falls head over heels in love. But Sarah has more than just passion on her mind ? she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage, Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love.",tt0119098,0,0.0,7.2,6.0,1990-1999
Hoodlum,"Crime, Drama",1997,"In 1934, the second most lucrative business in New York City was running ""the numbers"". When, Madam Queen, the powerful woman who runs the scam in Harlem, is arrested. Ellsworth ""Bumpy"" Johnson takes over the business and must resist against the invasion from merciless mobster Dutch Shultz.",tt0119311,30000000,0.0,6.5,33.0,1990-1999
Love! Valour! Compassion!,Drama,1997,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other,"" who is blind but who loves to explore the home's garden using his sense of touch; Art and Perry, two ""yuppies"" who drive a Volvo and who celebrate their 14th anniversary together that summer; John, a dour expatriate Briton who loathes his twin brother James; Ramon, John's ""companion,"" who is physically attracted to Bobby and immediately tries to seduce the blind man; James, a cheerful soul who is in the advanced stages of AIDS; and Buzz, a fan of traditional Broadway musicals who is dealing with his own HIV-positive status.",tt0119578,2000000,2900000.0,5.7,10.0,1990-1999
Happy New York,Comedy,1997,Life and adventures of a few Polish immigrants in New York.,tt0120261,0,0.0,4.5,2.0,1990-1999
Wonderland,Documentary,1997,"Welcome to Levittown, New York - America's first cookie-cutter community. From wife-swapping to bomb shelters, to flag burning, Wonderland takes a hilarious and unforgettable look at life in a town where thousands of identical-looking houses were assigned to their residents in alphabetical order.",tt0120529,0,0.0,0.0,0.0,1990-1999
Agent Aika,"Action, Adventure, Science Fiction",1997,"From the creator of Project A-Ko! She's sexy, suave and sophisticated, but she's no bimbo. She's a martial arts expert and a jet fighter pilot with the body of a supermodel.  Agent Aika, known in Japan as simply AIKa, is an adventure anime OVA series. Aika Sumeragi is a Japanese woman (voiced by Rei Sakuma) who works as a salvager for hire, but gets caught up in a plot for world domination. The series was available in North America from Central Park Media, but now it has been licensed by Bandai Entertainment.  The series is well known for copious amounts of fan service, specifically ""creative"" camera angles that focused on the undergarments of the many female characters that populate the show.",tt0270758,0,0.0,7.8,2.0,1990-1999
A Christmas Memory,"TV Movie, Drama, Family",1997,"A boy, Buddy, whose parents have split and whose mother is an actress in New York, has been dumped in the south at the small-town home of some older cousins, all of whom are unmarried.",tt0135187,0,0.0,7.7,3.0,1990-1999
All Over Me,"Drama, Romance",1997,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives.",tt0118586,0,0.0,5.9,15.0,1990-1999
A Further Gesture,"Drama, Thriller, Romance",1997,"Dowd, an IRA prisoner in the H-blocks, is gloomily facing his sentence, until he joins a comrade in a risky escape. Dowd begins a new life in New York, but he might as well be in prison again - until he strikes up a friendship with co-worker Tulio and gets to know his close group of Guatemalan exiles.",tt0116379,0,0.0,0.0,0.0,1990-1999
One Night Stand,Drama,1997,"In Los Angeles, Max Carlyle makes a good living directing commercials and has a happy home life with his wife, Mimi, and two children. When Carlyle travels to New York City to visit his friend Charlie, who has been diagnosed with AIDS, he has repeat run-ins with a beautiful woman, Karen, and eventually sleeps with her. Though he goes home the next day and doesn't return until a year later, Carlyle's infidelity still lingers.",tt0119832,24000000,2642983.0,5.7,24.0,1990-1999
Commandments,"Comedy, Drama, Romance",1997,"Seth Warner has reached the end of his rope. Ever since his wife died two years earlier, his world has been in turmoil. He is despondent, his career has fallen apart, even his house has been destroyed. There seems to be nothing left for him to live for. Confused and angry after two years of suffering, he finally directs his wrath at God from the rooftop of his apartment building in New York City. In the midst of a wild thunderstorm he demands to know why he has been betrayed by the god he has believed in and honored his whole life. God's answer is to strike down Seth's dog in a bolt of lightning. Pushed beyond his limits, Seth decides to respond to his years of torment by breaking each of the biblical Ten Commandments.",tt0115927,0,0.0,5.3,5.0,1990-1999
Eddie,"Action, Comedy",1996,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",tt0116168,0,0.0,5.4,46.0,1990-1999
She's the One,"Comedy, Romance",1996,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",tt0117628,3500000,9482579.0,5.7,71.0,1990-1999
Swingers,"Comedy, Romance",1996,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",tt0117802,200000,4505922.0,6.8,255.0,1990-1999
The Funeral,"Crime, Drama",1996,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",tt0116378,12500000,1227324.0,7.3,31.0,1990-1999
A Couch in New York,"Romance, Comedy",1996,"Dr. Henry Harriston is a successful psychoanalyst in New York City. When he is near a nervous breakdown, he arranges to change his flat with Beatrice Saulnier from France for a while. Both don't know each other and both find themselves deeply involved into the social settings of the other, because the decision to change their flats is made overnight. Could be the perfect amusement, but suddenly Henry finds himself beaten up by Beatrice' lover and Beatrice is considered to be Dr. Harriston's substitute by his clients...",tt0118018,0,0.0,5.6,8.0,1990-1999
Everyone Says I Love You,"Music, Comedy, Romance",1996,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,tt0116242,20000000,0.0,6.5,149.0,1990-1999
Extreme Measures,"Drama, Thriller",1996,"Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself under in danger from people who want the hospital's secret to remain undiscovered.",tt0116259,38000000,17380126.0,5.7,80.0,1990-1999
Joe's Apartment,"Fantasy, Comedy, Music",1996,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",tt0116707,13000000,4619014.0,5.0,87.0,1990-1999
City Hall,"Drama, Thriller",1996,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",tt0115907,0,0.0,6.0,67.0,1990-1999
Basquiat,"Drama, History",1996,"Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980’s New York.",tt0115632,2962051,3011195.0,6.6,97.0,1990-1999
Habit,"Horror, Thriller",1996,"It's autumn in New York. Sam has broken up with his girlfriend and his father has recently died. World-weary and sloppy drunk, he finds temporary solace in the arms of Anna, a mysterious vampire who draws him away from his friends and into a web of addiction and madness.",tt0113241,200000,0.0,6.3,7.0,1990-1999
Ed's Next Move,,1996,"Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. He has a good partnership with his promiscuous roommate Ray. And he's made some great friends, characters at the local diner. But then there's Natalie (Lee for short). She's just what Ed thinks he's looking for, and she's available...or is she?",tt0116167,0,0.0,3.0,1.0,1990-1999
The Phantom,"Adventure, Action",1996,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,tt0117331,45000000,17300889.0,4.7,138.0,1990-1999
Killer Condom,Comedy,1996,"The plot takes place in New York, and in the present. In a Hotel called ""Quicky"" a professor blackmails a student of his into having sex with him. But when the professor puts on a condom, the carnivorous condom bites off his penis and disappears. Detective Mackaroni who gets the case thinks that the college girl just bit off her teacher's penis! Mackaroni goes to the motel himself to check out the crime scene, in the lobby he finds a gigolo named Bill and he asks him to follow him to crime room, there the two men attempt to have sex when they are suddenly interrupted by the attack of a killer condom.",tt0116791,0,0.0,5.7,23.0,1990-1999
George Carlin: Back in Town,"Comedy, Documentary, TV Movie",1996,"Back in Town is George Carlin's ninth HBO special. It was also released on CD on September 17, 1996. This was also his first of many performances at the Beacon Theater in New York City. He rants about Abortion, The death penalty, prison farms, fart jokes, free floating hostility and words.",tt0246641,0,0.0,7.8,12.0,1990-1999
Breathing Room,"Romance, Comedy",1996,"She's Kathy, a comix cartoonist; he's David, teaching English to new immigrants. It's New York City, with 29 shopping days left until Christmas, and they're in love. Or are they? Their romance has been on-again, off-again because David can't bring himself to say, ""I love you."" He can say it in French, Russian, Japanese, Chinese, but not English. So, when she learns at an inopportune time that he's applied for a job in Ho Chi Minh City, she asks for breathing room until Christmas; the film chronicles the ensuing days of restless indecision.",tt0115754,0,0.0,0.0,0.0,1990-1999
Gotti,"TV Movie, Drama, Crime",1996,"John Gotti, the head of a small New York mafia crew breaks a few of the old family rules. He rises to become the head of the Gambino family and the most well-known mafia boss in America. Life is good, but suspicion creeps in, and greed, rule-breaking and his high public profile all threaten to topple him.",tt0116441,0,0.0,5.1,12.0,1990-1999
Multi-Facial,Drama,1995,"Through a series of auditions, a young actor in New York City struggles with his identity.",tt0226168,3000,0.0,5.9,7.0,1990-1999
Deseret,Documentary,1995,"This is multifaceted look at the landscape and history of Utah (or Deseret, as the Mormon Church prefers to call it). Benning condenses 93 news stories from the New York Times from 1852 to 1992 (read offscreen by Fred Gardner) and sets them against contemporary Utah landscapes, the shots changing with each sentence.",tt0131356,0,0.0,6.3,4.0,1990-1999
Money Train,"Action, Comedy, Crime",1995,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.",tt0113845,60000000,35431113.0,5.4,224.0,1990-1999
Dr. Jekyll and Ms. Hyde,Comedy,1995,"In New York in 1995 Dr. Richard Jacks is a creator of perfumes. Thus he spends his days inventing new colorful and well smelling potions and certainly caring for his girlfriend Sarah Carver. But when he discovers that his greatgrandfather, called Dr. Jekyll, was a scientist with revoluntionary discoveries, he tries to follow the footsteps of his ancestor and creates more and more delicate potions until one of them converts him into a spectacular superwoman: Helen Hyde. Knowing that Richard has no clue of her existence Helen enforces a professional career at the back of her ""creator"".",tt0112895,8000000,0.0,4.8,12.0,1990-1999
Dadetown,,1995,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit.",tt0112777,0,0.0,8.0,1.0,1990-1999
A Little Princess,"Drama, Family, Fantasy",1995,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",tt0113670,17000000,0.0,7.4,207.0,1990-1999
Kiss of Death,"Action, Crime, Drama, Thriller",1995,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences.",tt0113552,40000000,0.0,5.7,83.0,1990-1999
The Jerky Boys,"Comedy, Crime",1995,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",tt0110189,0,0.0,4.8,10.0,1990-1999
Boys on the Side,"Comedy, Drama",1995,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",tt0112571,21000000,23450000.0,6.3,48.0,1990-1999
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,"Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common.",tt0114682,0,47774193.0,6.3,117.0,1990-1999
Kids,"Drama, Crime",1995,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",tt0113540,1500000,7412216.0,6.8,280.0,1990-1999
Denise Calls Up,Comedy,1995,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",tt0112844,0,0.0,6.6,5.0,1990-1999
Jeffrey,"Comedy, Drama, Romance",1995,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.",tt0113464,0,0.0,6.5,19.0,1990-1999
Across the Sea of Time,"Adventure, History, Drama, Family",1995,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",tt0112286,0,0.0,3.5,2.0,1990-1999
Flirt,"Drama, Romance",1995,"The same situation is played out in different cities (New York, Berlin and Japan). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",tt0113080,0,0.0,7.5,4.0,1990-1999
Blue in the Face,Comedy,1995,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",tt0112541,2000000,1275000.0,6.8,28.0,1990-1999
Die Hard: With a Vengeance,"Action, Thriller",1995,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",tt0112864,90000000,366101666.0,6.9,2094.0,1990-1999
The Brothers McMullen,"Comedy, Drama, Romance",1995,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",tt0112585,0,0.0,6.3,23.0,1990-1999
